text,label
Report spese incompleto [SEP] Il fondo cassa presenta un saldo inferiore rispetto a quanto registrato sul giornale contabile.,Contabilità
Errore quadratura contabile [SEP] Risultano fatture registrate due volte sul gestionale.,Contabilità
Bilancio da rivedere [SEP] I totali non coincidono con l’estratto conto bancario.,Contabilità
Errore quadratura contabile [SEP] Sono stati registrati incassi su conti errati.,Contabilità
Report spese incompleto [SEP] Non risultano registrati gli interessi bancari trimestrali.,Contabilità
Errore quadratura contabile [SEP] Il prospetto liquidazione IVA mostra un saldo anomalo.,Contabilità
Errore quadratura contabile [SEP] Sono state rilevate anomalie tra il registro IVA e la prima nota contabile.,Contabilità
Report spese incompleto [SEP] Sono stati registrati incassi su conti errati.,Contabilità
Report spese incompleto [SEP] Bisogna correggere errori nel calcolo degli ammortamenti.,Contabilità
Report spese incompleto [SEP] È richiesta una verifica e riconciliazione dei movimenti effettuati tramite PayPal.,Contabilità
Bilancio da rivedere [SEP] Una nota di debito è stata inserita per errore come nota di credito.,Contabilità
Bilancio da rivedere [SEP] I pagamenti stipendi non corrispondono al payroll.,Contabilità
Bilancio da rivedere [SEP] Bisogna correggere errori nel calcolo degli ammortamenti.,Contabilità
Errore quadratura contabile [SEP] La documentazione di supporto per alcune spese risulta assente.,Contabilità
Errore quadratura contabile [SEP] È mancante la prima nota di gennaio nel sistema.,Contabilità
Bilancio da rivedere [SEP] Le scritture di assestamento non sono state completate.,Contabilità
Bilancio da rivedere [SEP] Serve la riconciliazione dei movimenti PayPal.,Contabilità
Report spese incompleto [SEP] I ratei attivi non sono stati rilevati a fine trimestre.,Contabilità
Bilancio da rivedere [SEP] Il registro IVA presenta differenze rispetto alla prima nota.,Contabilità
Bilancio da rivedere [SEP] Occorre rettificare ammortamenti calcolati erroneamente.,Contabilità
Errore quadratura contabile [SEP] Nel gestionale manca la registrazione della prima nota di gennaio.,Contabilità
Errore quadratura contabile [SEP] Occorre rettificare ammortamenti calcolati erroneamente.,Contabilità
Bilancio da rivedere [SEP] I ratei attivi non sono stati contabilizzati alla chiusura trimestrale.,Contabilità
Report spese incompleto [SEP] Il saldo clienti non coincide con quanto riportato nei report commerciali.,Contabilità
Report spese incompleto [SEP] Una nota di debito è stata contabilizzata come nota di credito.,Contabilità
Report spese incompleto [SEP] La quadratura del libro cespiti non torna con il bilancio.,Contabilità
Bilancio da rivedere [SEP] È richiesta una verifica e riconciliazione dei movimenti effettuati tramite PayPal.,Contabilità
Report spese incompleto [SEP] È mancante la prima nota di gennaio nel sistema.,Contabilità
Bilancio da rivedere [SEP] I saldi non corrispondono ai movimenti indicati nell’estratto conto bancario.,Contabilità
Bilancio da rivedere [SEP] I pagamenti stipendi non corrispondono al payroll.,Contabilità
Errore quadratura contabile [SEP] Non risultano registrati gli interessi bancari trimestrali.,Contabilità
Bilancio da rivedere [SEP] Sono presenti incongruenze nel bilancio mensile.,Contabilità
Report spese incompleto [SEP] Ci sono differenze tra i pagamenti degli stipendi e quanto registrato in payroll.,Contabilità
Bilancio da rivedere [SEP] Risultano fatture registrate due volte sul gestionale.,Contabilità
Bilancio da rivedere [SEP] Serve il ricalcolo delle ritenute d’acconto su compensi professionali.,Contabilità
Bilancio da rivedere [SEP] Serve la riconciliazione dei movimenti PayPal.,Contabilità
Bilancio da rivedere [SEP] Serve la riconciliazione dei movimenti PayPal.,Contabilità
Bilancio da rivedere [SEP] I ratei attivi non sono stati contabilizzati alla chiusura trimestrale.,Contabilità
Report spese incompleto [SEP] Alcune fatture risultano duplicate nel sistema gestionale.,Contabilità
Errore quadratura contabile [SEP] I pagamenti stipendi non corrispondono al payroll.,Contabilità
Report spese incompleto [SEP] Sono stati registrati incassi su conti errati.,Contabilità
Bilancio da rivedere [SEP] Alcune fatture risultano duplicate nel sistema gestionale.,Contabilità
Report spese incompleto [SEP] I ratei attivi non sono stati rilevati a fine trimestre.,Contabilità
Report spese incompleto [SEP] Serve la riconciliazione dei movimenti PayPal.,Contabilità
Errore quadratura contabile [SEP] Il fondo cassa presenta un saldo inferiore rispetto a quanto registrato sul giornale contabile.,Contabilità
Report spese incompleto [SEP] Il fondo cassa presenta un saldo inferiore rispetto a quanto registrato sul giornale contabile.,Contabilità
Report spese incompleto [SEP] Sono stati registrati incassi su conti errati.,Contabilità
Bilancio da rivedere [SEP] Bisogna correggere errori nel calcolo degli ammortamenti.,Contabilità
Bilancio da rivedere [SEP] Alcune fatture risultano duplicate nel sistema gestionale.,Contabilità
Bilancio da rivedere [SEP] Incassi sono stati erroneamente associati a conti bancari differenti.,Contabilità
Bilancio da rivedere [SEP] La quadratura del libro cespiti non torna con il bilancio.,Contabilità
Errore quadratura contabile [SEP] Una nota di debito è stata inserita per errore come nota di credito.,Contabilità
Report spese incompleto [SEP] Occorre rettificare ammortamenti calcolati erroneamente.,Contabilità
Report spese incompleto [SEP] Il saldo clienti non coincide con quanto riportato nei report commerciali.,Contabilità
Errore quadratura contabile [SEP] Alcune spese sono state attribuite a centri di costo non corretti.,Contabilità
Errore quadratura contabile [SEP] Nel gestionale manca la registrazione della prima nota di gennaio.,Contabilità
Report spese incompleto [SEP] È mancante la prima nota di gennaio nel sistema.,Contabilità
Bilancio da rivedere [SEP] Sono state rilevate anomalie tra il registro IVA e la prima nota contabile.,Contabilità
Bilancio da rivedere [SEP] I ratei attivi non sono stati rilevati a fine trimestre.,Contabilità
Report spese incompleto [SEP] Alcune spese sono state attribuite a centri di costo non corretti.,Contabilità
Bilancio da rivedere [SEP] Il fondo cassa risulta negativo rispetto al libro giornale.,Contabilità
Bilancio da rivedere [SEP] Il prospetto relativo all’IVA presenta un disavanzo non giustificato.,Contabilità
Errore quadratura contabile [SEP] Il saldo clienti non coincide con quanto riportato nei report commerciali.,Contabilità
Report spese incompleto [SEP] Sono emerse discrepanze nel bilancio relativo al mese corrente.,Contabilità
Bilancio da rivedere [SEP] Il fondo cassa presenta un saldo inferiore rispetto a quanto registrato sul giornale contabile.,Contabilità
Bilancio da rivedere [SEP] Sono presenti incongruenze nel bilancio mensile.,Contabilità
Bilancio da rivedere [SEP] Alcuni costi sono stati imputati al centro di costo sbagliato.,Contabilità
Errore quadratura contabile [SEP] Il prospetto liquidazione IVA mostra un saldo anomalo.,Contabilità
Bilancio da rivedere [SEP] Una nota di debito è stata inserita per errore come nota di credito.,Contabilità
Errore quadratura contabile [SEP] Sono presenti incongruenze nel bilancio mensile.,Contabilità
Report spese incompleto [SEP] Sono presenti incongruenze nel bilancio mensile.,Contabilità
Errore quadratura contabile [SEP] Serve la riconciliazione dei movimenti PayPal.,Contabilità
Bilancio da rivedere [SEP] I ratei attivi non sono stati contabilizzati alla chiusura trimestrale.,Contabilità
Report spese incompleto [SEP] Sono stati registrati incassi su conti errati.,Contabilità
Bilancio da rivedere [SEP] Il fondo cassa presenta un saldo inferiore rispetto a quanto registrato sul giornale contabile.,Contabilità
Errore quadratura contabile [SEP] Sono presenti incongruenze nel bilancio mensile.,Contabilità
Bilancio da rivedere [SEP] Nel gestionale manca la registrazione della prima nota di gennaio.,Contabilità
Report spese incompleto [SEP] Gli interessi bancari del trimestre non risultano ancora contabilizzati.,Contabilità
Report spese incompleto [SEP] I saldi non corrispondono ai movimenti indicati nell’estratto conto bancario.,Contabilità
Errore quadratura contabile [SEP] Serve la riconciliazione dei movimenti PayPal.,Contabilità
Bilancio da rivedere [SEP] La quadratura del libro cespiti non torna con il bilancio.,Contabilità
Bilancio da rivedere [SEP] Sono stati registrati incassi su conti errati.,Contabilità
Report spese incompleto [SEP] Serve il ricalcolo delle ritenute d’acconto su compensi professionali.,Contabilità
Bilancio da rivedere [SEP] I ratei attivi non sono stati rilevati a fine trimestre.,Contabilità
Errore quadratura contabile [SEP] I pagamenti stipendi non corrispondono al payroll.,Contabilità
Errore quadratura contabile [SEP] Serve il ricalcolo delle ritenute d’acconto su compensi professionali.,Contabilità
Report spese incompleto [SEP] Sono state rilevate anomalie tra il registro IVA e la prima nota contabile.,Contabilità
Bilancio da rivedere [SEP] È necessario procedere al nuovo calcolo delle ritenute d’acconto per i compensi professionali.,Contabilità
Bilancio da rivedere [SEP] I ratei attivi non sono stati contabilizzati alla chiusura trimestrale.,Contabilità
Report spese incompleto [SEP] Sono state rilevate anomalie tra il registro IVA e la prima nota contabile.,Contabilità
Errore quadratura contabile [SEP] Nel gestionale manca la registrazione della prima nota di gennaio.,Contabilità
Report spese incompleto [SEP] È richiesta una verifica e riconciliazione dei movimenti effettuati tramite PayPal.,Contabilità
Errore quadratura contabile [SEP] È mancante la prima nota di gennaio nel sistema.,Contabilità
Report spese incompleto [SEP] Una nota di debito è stata contabilizzata come nota di credito.,Contabilità
Report spese incompleto [SEP] Bisogna correggere errori nel calcolo degli ammortamenti.,Contabilità
Report spese incompleto [SEP] Bisogna correggere errori nel calcolo degli ammortamenti.,Contabilità
Bilancio da rivedere [SEP] Nel gestionale manca la registrazione della prima nota di gennaio.,Contabilità
Report spese incompleto [SEP] Sono emerse discrepanze nel bilancio relativo al mese corrente.,Contabilità
Bilancio da rivedere [SEP] Serve il ricalcolo delle ritenute d’acconto su compensi professionali.,Contabilità
Report spese incompleto [SEP] Il saldo clienti non coincide con quanto riportato nei report commerciali.,Contabilità
Errore quadratura contabile [SEP] Alcuni costi sono stati imputati al centro di costo sbagliato.,Contabilità
Report spese incompleto [SEP] Occorre rettificare ammortamenti calcolati erroneamente.,Contabilità
Bilancio da rivedere [SEP] Occorre rettificare ammortamenti calcolati erroneamente.,Contabilità
Bilancio da rivedere [SEP] Alcuni costi sono stati imputati al centro di costo sbagliato.,Contabilità
Bilancio da rivedere [SEP] La documentazione di supporto per alcune spese risulta assente.,Contabilità
Report spese incompleto [SEP] Serve la riconciliazione dei movimenti PayPal.,Contabilità
Report spese incompleto [SEP] Il saldo clienti non è allineato con la reportistica commerciale.,Contabilità
Report spese incompleto [SEP] Alcuni costi sono stati imputati al centro di costo sbagliato.,Contabilità
Errore quadratura contabile [SEP] I ratei attivi non sono stati rilevati a fine trimestre.,Contabilità
Report spese incompleto [SEP] Il fondo cassa presenta un saldo inferiore rispetto a quanto registrato sul giornale contabile.,Contabilità
Errore quadratura contabile [SEP] È necessario procedere al nuovo calcolo delle ritenute d’acconto per i compensi professionali.,Contabilità
Errore quadratura contabile [SEP] Serve la riconciliazione dei movimenti PayPal.,Contabilità
Bilancio da rivedere [SEP] Manca la documentazione di alcune spese.,Contabilità
Bilancio da rivedere [SEP] Il saldo clienti non è allineato con la reportistica commerciale.,Contabilità
Bilancio da rivedere [SEP] I saldi non corrispondono ai movimenti indicati nell’estratto conto bancario.,Contabilità
Bilancio da rivedere [SEP] I totali non coincidono con l’estratto conto bancario.,Contabilità
Report spese incompleto [SEP] Il prospetto liquidazione IVA mostra un saldo anomalo.,Contabilità
Bilancio da rivedere [SEP] Il fondo cassa presenta un saldo inferiore rispetto a quanto registrato sul giornale contabile.,Contabilità
Report spese incompleto [SEP] Una nota di debito è stata inserita per errore come nota di credito.,Contabilità
Report spese incompleto [SEP] I ratei attivi non sono stati contabilizzati alla chiusura trimestrale.,Contabilità
Errore quadratura contabile [SEP] Occorre rettificare ammortamenti calcolati erroneamente.,Contabilità
Report spese incompleto [SEP] Alcune spese sono state attribuite a centri di costo non corretti.,Contabilità
Bilancio da rivedere [SEP] Ci sono differenze tra i pagamenti degli stipendi e quanto registrato in payroll.,Contabilità
Bilancio da rivedere [SEP] Sono state rilevate anomalie tra il registro IVA e la prima nota contabile.,Contabilità
Bilancio da rivedere [SEP] Le operazioni di assestamento di fine periodo risultano incomplete.,Contabilità
Errore quadratura contabile [SEP] Serve la riconciliazione dei movimenti PayPal.,Contabilità
Errore quadratura contabile [SEP] Serve il ricalcolo delle ritenute d’acconto su compensi professionali.,Contabilità
Report spese incompleto [SEP] I pagamenti stipendi non corrispondono al payroll.,Contabilità
Errore quadratura contabile [SEP] I saldi non corrispondono ai movimenti indicati nell’estratto conto bancario.,Contabilità
Errore quadratura contabile [SEP] È necessario procedere al nuovo calcolo delle ritenute d’acconto per i compensi professionali.,Contabilità
Bilancio da rivedere [SEP] Serve il ricalcolo delle ritenute d’acconto su compensi professionali.,Contabilità
Errore quadratura contabile [SEP] Nel gestionale manca la registrazione della prima nota di gennaio.,Contabilità
Errore quadratura contabile [SEP] Il fondo cassa presenta un saldo inferiore rispetto a quanto registrato sul giornale contabile.,Contabilità
Bilancio da rivedere [SEP] Bisogna correggere errori nel calcolo degli ammortamenti.,Contabilità
Report spese incompleto [SEP] Sono presenti incongruenze nel bilancio mensile.,Contabilità
Errore quadratura contabile [SEP] Il saldo clienti non è allineato con la reportistica commerciale.,Contabilità
Bilancio da rivedere [SEP] Il registro IVA presenta differenze rispetto alla prima nota.,Contabilità
Report spese incompleto [SEP] I ratei attivi non sono stati rilevati a fine trimestre.,Contabilità
Errore quadratura contabile [SEP] È necessario procedere al nuovo calcolo delle ritenute d’acconto per i compensi professionali.,Contabilità
Report spese incompleto [SEP] I ratei attivi non sono stati rilevati a fine trimestre.,Contabilità
Errore quadratura contabile [SEP] Il registro IVA presenta differenze rispetto alla prima nota.,Contabilità
Errore quadratura contabile [SEP] I totali non coincidono con l’estratto conto bancario.,Contabilità
Errore quadratura contabile [SEP] I pagamenti stipendi non corrispondono al payroll.,Contabilità
Errore quadratura contabile [SEP] Il registro IVA presenta differenze rispetto alla prima nota.,Contabilità
Bilancio da rivedere [SEP] È mancante la prima nota di gennaio nel sistema.,Contabilità
Bilancio da rivedere [SEP] Una nota di debito è stata contabilizzata come nota di credito.,Contabilità
Report spese incompleto [SEP] Una nota di debito è stata inserita per errore come nota di credito.,Contabilità
Report spese incompleto [SEP] Alcune fatture risultano duplicate nel sistema gestionale.,Contabilità
Bilancio da rivedere [SEP] Manca la documentazione di alcune spese.,Contabilità
Report spese incompleto [SEP] È mancante la prima nota di gennaio nel sistema.,Contabilità
Bilancio da rivedere [SEP] I ratei attivi non sono stati rilevati a fine trimestre.,Contabilità
Errore quadratura contabile [SEP] Le scritture di assestamento non sono state completate.,Contabilità
Report spese incompleto [SEP] I saldi non corrispondono ai movimenti indicati nell’estratto conto bancario.,Contabilità
Bilancio da rivedere [SEP] Sono presenti incongruenze nel bilancio mensile.,Contabilità
Errore quadratura contabile [SEP] I totali non coincidono con l’estratto conto bancario.,Contabilità
Bilancio da rivedere [SEP] Le operazioni di assestamento di fine periodo risultano incomplete.,Contabilità
Errore quadratura contabile [SEP] Serve la riconciliazione dei movimenti PayPal.,Contabilità
Errore quadratura contabile [SEP] La documentazione di supporto per alcune spese risulta assente.,Contabilità
Report spese incompleto [SEP] I pagamenti stipendi non corrispondono al payroll.,Contabilità
Errore quadratura contabile [SEP] Una nota di debito è stata inserita per errore come nota di credito.,Contabilità
Report spese incompleto [SEP] I ratei attivi non sono stati rilevati a fine trimestre.,Contabilità
Bilancio da rivedere [SEP] La documentazione di supporto per alcune spese risulta assente.,Contabilità
Doppia fatturazione [SEP] Il codice CIG o CUP indicato non è in linea con i dati dell’ordine pubblico.,Fatturazione
Fattura mancante [SEP] Va proceduto all’annullamento completo della fattura tramite storno totale.,Fatturazione
Nota di credito errata [SEP] Non risulta ancora emessa la fattura relativa all’ordine n. 2345.,Fatturazione
Fattura mancante [SEP] Una fattura è stata emessa in anticipo rispetto alla consegna.,Fatturazione
Fattura mancante [SEP] Va proceduto all’annullamento completo della fattura tramite storno totale.,Fatturazione
Doppia fatturazione [SEP] Una nota di credito è stata associata all’ordine sbagliato.,Fatturazione
Nota di credito errata [SEP] La numerazione delle fatture presenta un salto non giustificato.,Fatturazione
Fattura mancante [SEP] Nel tracciato XML manca il campo relativo alla causale del pagamento.,Fatturazione
Doppia fatturazione [SEP] Nel tracciato XML manca il campo relativo alla causale del pagamento.,Fatturazione
Doppia fatturazione [SEP] La fattura riporta un IBAN non più valido.,Fatturazione
Fattura mancante [SEP] La nota di credito presenta dati errati e necessita revisione.,Fatturazione
Fattura mancante [SEP] Un cliente ha ricevuto una fattura intestata a un'altra azienda.,Fatturazione
Fattura mancante [SEP] Il CIG/CUP indicato non corrisponde all’ordine pubblico.,Fatturazione
Nota di credito errata [SEP] Il sistema SDI ha respinto una delle fatture elettroniche inviate.,Fatturazione
Fattura mancante [SEP] L’ente pubblico ha richiesto una correzione del codice ufficio riportato nel file.,Fatturazione
Fattura mancante [SEP] L’importo IVA è stato calcolato con aliquota errata.,Fatturazione
Nota di credito errata [SEP] L’IVA è stata applicata con una percentuale sbagliata nel documento.,Fatturazione
Doppia fatturazione [SEP] Non risulta ancora emessa la fattura relativa all’ordine n. 2345.,Fatturazione
Nota di credito errata [SEP] La fattura riporta un IBAN non più valido.,Fatturazione
Doppia fatturazione [SEP] Il sistema SDI ha respinto una delle fatture elettroniche inviate.,Fatturazione
Nota di credito errata [SEP] Una nota di credito è stata associata all’ordine sbagliato.,Fatturazione
Nota di credito errata [SEP] Manca l’allegato PDF in fattura elettronica.,Fatturazione
Nota di credito errata [SEP] È necessario annullare una fattura con storno totale.,Fatturazione
Fattura mancante [SEP] È stata richiesta la fatturazione in valuta estera.,Fatturazione
Doppia fatturazione [SEP] Il cliente chiede l’invio di una fattura cumulativa mensile.,Fatturazione
Nota di credito errata [SEP] L’importo totale della fattura non comprende i costi di spedizione previsti.,Fatturazione
Doppia fatturazione [SEP] Va proceduto all’annullamento completo della fattura tramite storno totale.,Fatturazione
Fattura mancante [SEP] Il file XML inviato contiene errori di struttura o formattazione.,Fatturazione
Nota di credito errata [SEP] È stata richiesta la fatturazione in valuta estera.,Fatturazione
Doppia fatturazione [SEP] Il numero di fattura non segue la sequenza progressiva.,Fatturazione
"Doppia fatturazione [SEP] Il pagamento risulta contabilizzato, ma la relativa fattura risulta ancora aperta.",Fatturazione
Fattura mancante [SEP] È stata richiesta la fatturazione in valuta estera.,Fatturazione
Doppia fatturazione [SEP] Occorre riemettere una fattura con split payment.,Fatturazione
Doppia fatturazione [SEP] L’ente pubblico richiede una modifica al codice ufficio.,Fatturazione
Nota di credito errata [SEP] Un cliente ha ricevuto una fattura intestata a un soggetto sbagliato.,Fatturazione
Doppia fatturazione [SEP] L’importo IVA è stato calcolato con aliquota errata.,Fatturazione
Nota di credito errata [SEP] Il cliente ha chiesto una sola fattura riepilogativa per tutte le operazioni del mese.,Fatturazione
Doppia fatturazione [SEP] L’ente pubblico richiede una modifica al codice ufficio.,Fatturazione
Doppia fatturazione [SEP] È stata richiesta la fatturazione in valuta estera.,Fatturazione
Nota di credito errata [SEP] Una fattura è stata emessa in data antecedente alla consegna effettiva della merce.,Fatturazione
Nota di credito errata [SEP] La nota di credito presenta dati errati e necessita revisione.,Fatturazione
Fattura mancante [SEP] Non risulta ancora emessa la fattura relativa all’ordine n. 2345.,Fatturazione
Doppia fatturazione [SEP] Abbiamo ricevuto una fattura duplicata.,Fatturazione
Nota di credito errata [SEP] Ci sono anomalie nella sequenza delle numerazioni delle fatture emesse.,Fatturazione
Doppia fatturazione [SEP] L’importo totale della fattura non comprende i costi di spedizione previsti.,Fatturazione
Doppia fatturazione [SEP] È stata emessa una nota di credito per un ordine diverso da quello corretto.,Fatturazione
"Doppia fatturazione [SEP] Il pagamento risulta contabilizzato, ma la relativa fattura risulta ancora aperta.",Fatturazione
Nota di credito errata [SEP] La fattura riporta un IBAN non più valido.,Fatturazione
Doppia fatturazione [SEP] L’ente pubblico richiede una modifica al codice ufficio.,Fatturazione
Doppia fatturazione [SEP] Il cliente chiede l’invio di una fattura cumulativa mensile.,Fatturazione
Fattura mancante [SEP] Un documento è stato emesso senza alcun riferimento al numero di ordine d'acquisto.,Fatturazione
Nota di credito errata [SEP] Il codice identificativo destinatario nel file XML risulta errato.,Fatturazione
Nota di credito errata [SEP] Abbiamo ricevuto una fattura duplicata.,Fatturazione
Nota di credito errata [SEP] La data di scadenza del pagamento non è conforme agli accordi contrattuali.,Fatturazione
Nota di credito errata [SEP] Manca l’allegato PDF in fattura elettronica.,Fatturazione
Nota di credito errata [SEP] Una fattura è stata emessa in data antecedente alla consegna effettiva della merce.,Fatturazione
Doppia fatturazione [SEP] La fattura riporta un IBAN non più valido.,Fatturazione
Fattura mancante [SEP] La nota di credito presenta dati errati e necessita revisione.,Fatturazione
Nota di credito errata [SEP] Il codice CIG o CUP indicato non è in linea con i dati dell’ordine pubblico.,Fatturazione
Fattura mancante [SEP] Una nota di credito è stata associata all’ordine sbagliato.,Fatturazione
Doppia fatturazione [SEP] Una fattura è stata emessa in data antecedente alla consegna effettiva della merce.,Fatturazione
Doppia fatturazione [SEP] Il codice identificativo destinatario nel file XML risulta errato.,Fatturazione
Fattura mancante [SEP] Una stessa fattura è stata trasmessa due volte nella medesima giornata.,Fatturazione
Doppia fatturazione [SEP] È richiesta l’emissione urgente di una fattura proforma per anticipo cliente.,Fatturazione
Doppia fatturazione [SEP] Ci sono anomalie nella sequenza delle numerazioni delle fatture emesse.,Fatturazione
"Doppia fatturazione [SEP] Il file trasmesso contiene un codice SDI errato, quindi la fattura non è andata a buon fine.",Fatturazione
Fattura mancante [SEP] Il file XML presenta errori di formattazione.,Fatturazione
Fattura mancante [SEP] Una fattura è stata inviata con codice SDI errato.,Fatturazione
Doppia fatturazione [SEP] È richiesto un abbuono per arrotondamento su fattura.,Fatturazione
Doppia fatturazione [SEP] Una fattura è stata inviata con codice SDI errato.,Fatturazione
Nota di credito errata [SEP] Manca l’allegato PDF in fattura elettronica.,Fatturazione
Fattura mancante [SEP] Una fattura è stata emessa senza riferimento al PO.,Fatturazione
Nota di credito errata [SEP] È richiesto un abbuono per arrotondamento su fattura.,Fatturazione
Fattura mancante [SEP] Un documento è stato emesso senza alcun riferimento al numero di ordine d'acquisto.,Fatturazione
Fattura mancante [SEP] Una fattura è stata emessa senza riferimento al PO.,Fatturazione
Fattura mancante [SEP] La nota di credito presenta dati errati e necessita revisione.,Fatturazione
Fattura mancante [SEP] La numerazione delle fatture presenta un salto non giustificato.,Fatturazione
Nota di credito errata [SEP] La scadenza di pagamento non rispetta gli accordi contrattuali.,Fatturazione
Nota di credito errata [SEP] Una fattura è stata emessa senza riferimento al PO.,Fatturazione
Nota di credito errata [SEP] Una fattura è stata emessa in anticipo rispetto alla consegna.,Fatturazione
Fattura mancante [SEP] Il cliente chiede l’invio di una fattura cumulativa mensile.,Fatturazione
Doppia fatturazione [SEP] Una nota di credito è stata associata all’ordine sbagliato.,Fatturazione
Doppia fatturazione [SEP] Una stessa fattura è stata trasmessa due volte nella medesima giornata.,Fatturazione
Fattura mancante [SEP] Il pagamento risulta registrato ma la fattura è ancora aperta.,Fatturazione
Fattura mancante [SEP] Una fattura è stata inviata due volte nello stesso giorno.,Fatturazione
Doppia fatturazione [SEP] Il codice identificativo destinatario nel file XML risulta errato.,Fatturazione
Nota di credito errata [SEP] L’importo totale della fattura non comprende i costi di spedizione previsti.,Fatturazione
Fattura mancante [SEP] Il cliente ha chiesto una sola fattura riepilogativa per tutte le operazioni del mese.,Fatturazione
Nota di credito errata [SEP] Il codice identificativo destinatario nel file XML risulta errato.,Fatturazione
Doppia fatturazione [SEP] Abbiamo ricevuto per errore una fattura già registrata in precedenza.,Fatturazione
Fattura mancante [SEP] Il codice identificativo destinatario nel file XML risulta errato.,Fatturazione
Fattura mancante [SEP] Manca l’allegato in formato PDF nella fattura inviata tramite canale elettronico.,Fatturazione
Nota di credito errata [SEP] Il cliente chiede l’invio di una fattura cumulativa mensile.,Fatturazione
Doppia fatturazione [SEP] È stata richiesta la generazione della fattura in una valuta diversa dall’euro.,Fatturazione
Nota di credito errata [SEP] L’ente pubblico ha richiesto una correzione del codice ufficio riportato nel file.,Fatturazione
Fattura mancante [SEP] L’importo IVA è stato calcolato con aliquota errata.,Fatturazione
Fattura mancante [SEP] Occorre riemettere una fattura con split payment.,Fatturazione
Doppia fatturazione [SEP] Un cliente ha ricevuto una fattura intestata a un'altra azienda.,Fatturazione
"Doppia fatturazione [SEP] Il pagamento risulta contabilizzato, ma la relativa fattura risulta ancora aperta.",Fatturazione
Nota di credito errata [SEP] L’importo totale della fattura non comprende i costi di spedizione previsti.,Fatturazione
Nota di credito errata [SEP] Non risulta ancora emessa la fattura relativa all’ordine n. 2345.,Fatturazione
Fattura mancante [SEP] Una nota di credito è stata associata all’ordine sbagliato.,Fatturazione
Fattura mancante [SEP] Il numero di fattura non segue la sequenza progressiva.,Fatturazione
Nota di credito errata [SEP] Il codice destinatario è errato nel tracciato XML.,Fatturazione
Doppia fatturazione [SEP] Una fattura è stata emessa in anticipo rispetto alla consegna.,Fatturazione
Fattura mancante [SEP] Il CIG/CUP indicato non corrisponde all’ordine pubblico.,Fatturazione
Fattura mancante [SEP] Il CIG/CUP indicato non corrisponde all’ordine pubblico.,Fatturazione
Fattura mancante [SEP] Ci sono anomalie nella sequenza delle numerazioni delle fatture emesse.,Fatturazione
Doppia fatturazione [SEP] Un cliente ha ricevuto una fattura intestata a un soggetto sbagliato.,Fatturazione
Doppia fatturazione [SEP] Il file XML presenta errori di formattazione.,Fatturazione
Nota di credito errata [SEP] L’ente pubblico ha richiesto una correzione del codice ufficio riportato nel file.,Fatturazione
Doppia fatturazione [SEP] L’intestazione fattura riporta un indirizzo obsoleto.,Fatturazione
Fattura mancante [SEP] Occorre riemettere una fattura con split payment.,Fatturazione
Doppia fatturazione [SEP] La scadenza di pagamento non rispetta gli accordi contrattuali.,Fatturazione
Nota di credito errata [SEP] L’intestazione della fattura mostra un indirizzo non più valido.,Fatturazione
Doppia fatturazione [SEP] Il CIG/CUP indicato non corrisponde all’ordine pubblico.,Fatturazione
Doppia fatturazione [SEP] Il pagamento risulta registrato ma la fattura è ancora aperta.,Fatturazione
Nota di credito errata [SEP] È stata emessa una nota di credito per un ordine diverso da quello corretto.,Fatturazione
"Fattura mancante [SEP] Il file trasmesso contiene un codice SDI errato, quindi la fattura non è andata a buon fine.",Fatturazione
Nota di credito errata [SEP] La nota di credito presenta dati errati e necessita revisione.,Fatturazione
Fattura mancante [SEP] La numerazione della fattura non rispetta la progressione logica prevista.,Fatturazione
Doppia fatturazione [SEP] Un documento è stato emesso senza alcun riferimento al numero di ordine d'acquisto.,Fatturazione
Fattura mancante [SEP] Il file XML presenta errori di formattazione.,Fatturazione
Fattura mancante [SEP] È stata richiesta la generazione della fattura in una valuta diversa dall’euro.,Fatturazione
Doppia fatturazione [SEP] Va proceduto all’annullamento completo della fattura tramite storno totale.,Fatturazione
Fattura mancante [SEP] Una fattura è stata inviata due volte nello stesso giorno.,Fatturazione
Fattura mancante [SEP] È richiesta l’emissione urgente di una fattura proforma per anticipo cliente.,Fatturazione
Doppia fatturazione [SEP] L’intestazione della fattura mostra un indirizzo non più valido.,Fatturazione
Fattura mancante [SEP] L’ente pubblico ha richiesto una correzione del codice ufficio riportato nel file.,Fatturazione
Doppia fatturazione [SEP] Il file XML presenta errori di formattazione.,Fatturazione
Nota di credito errata [SEP] Un documento è stato emesso senza alcun riferimento al numero di ordine d'acquisto.,Fatturazione
Doppia fatturazione [SEP] Va proceduto all’annullamento completo della fattura tramite storno totale.,Fatturazione
Fattura mancante [SEP] Il numero di fattura non segue la sequenza progressiva.,Fatturazione
Nota di credito errata [SEP] Manca l’allegato PDF in fattura elettronica.,Fatturazione
Doppia fatturazione [SEP] Il file XML inviato contiene errori di struttura o formattazione.,Fatturazione
Doppia fatturazione [SEP] Non è stata emessa la fattura relativa all’ordine 2345.,Fatturazione
Fattura mancante [SEP] Il numero di fattura non segue la sequenza progressiva.,Fatturazione
Fattura mancante [SEP] Il codice destinatario è errato nel tracciato XML.,Fatturazione
Nota di credito errata [SEP] Una fattura è stata emessa in data antecedente alla consegna effettiva della merce.,Fatturazione
